Uniqueid,V2,date,company_name,city,county,number_active_cases,number_recovered_cases,total_number_of_cases,address,industry,cleaned_address,cleaned_city,cleaned_county,cleaned_company,year,month,yearmon
29,518,11/2/20,Tyson,Pine Bluff,Jefferson,9,65,74,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Nov,2020-11
29,531,11/5/20,Tyson,Pine Bluff,Jefferson,6,68,74,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Nov,2020-11
29,539,11/9/20,Tyson,Pine Bluff,Jefferson,7,73,80,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Nov,2020-11
29,548,11/12/20,Tyson,Pine Bluff,Jefferson,6,75,81,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Nov,2020-11
30,505,10/26/20,Tyson,Waldron,Scott,6,4,10,Plant St.,Manufacturing,plant st,waldron,scott,tyson,2020,Oct,2020-10
30,511,10/29/20,Tyson,Waldron,Scott,6,7,13,Plant St.,Manufacturing,plant st,waldron,scott,tyson,2020,Oct,2020-10
30,542,11/9/20,Tyson,Waldron,Scott,5,13,18,Plant St.,Manufacturing,plant st,waldron,scott,tyson,2020,Nov,2020-11
30,549,11/12/20,Tyson,Waldron,Scott,6,14,20,Plant St.,Manufacturing,plant st,waldron,scott,tyson,2020,Nov,2020-11
30,555,11/16/20,Tyson,Waldron,Scott,7,13,20,NA,Manufacturing,NA,waldron,scott,tyson,2020,Nov,2020-11
30,578,11/26/20,Tyson,Waldron,Scott,7,20,27,Plant St.,Manufacturing,plant st,waldron,scott,tyson,2020,Nov,2020-11
30,585,11/30/20,Tyson,Waldron,Scott,8,28,36,Plant St.,Manufacturing,plant st,waldron,scott,tyson,2020,Nov,2020-11
30,594,12/3/20,Tyson,Waldron,Scott,5,32,37,Plant St.,Manufacturing,plant st,waldron,scott,tyson,2020,Dec,2020-12
30,596,12/7/20,Tyson,Waldron,Scott,11,39,50,Plant St.,Manufacturing,plant st,waldron,scott,tyson,2020,Dec,2020-12
30,621,12/10/20,Tyson,Waldron,Scott,5,45,50,Plant St.,Manufacturing,plant st,waldron,scott,tyson,2020,Dec,2020-12
30,627,12/14/20,Tyson,Waldron,Scott,10,46,56,Plant St.,Manufacturing,plant st,waldron,scott,tyson,2020,Dec,2020-12
30,714,1/11/21,Tyson,Waldron,Scott,24,69,93,NA,Manufacturing,NA,waldron,scott,tyson,2021,Jan,2021-01
30,725,1/14/21,Tyson,Waldron,Scott,18,71,89,Plant. St,Manufacturing,plant st,waldron,scott,tyson,2021,Jan,2021-01
30,751,1/18/21,Tyson,Waldron,Scott,20,73,93,Plant St.,Manufacturing,plant st,waldron,scott,tyson,2021,Jan,2021-01
31,644,12/14/20,Tyson Corporate,Springdale,Washington,5,31,36,Don Tyson Pkwy,Manufacturing,don tyson pkwy,springdale,washington,tyson,2020,Dec,2020-12
31,696,12/31/20,Tyson Corporate,Springdale,Washington,7,44,51,Don Tyson Pkwy,"Administrative and Support and Waste Management and
Remediation Services",don tyson pkwy,springdale,washington,tyson,2020,Dec,2020-12
31,788,2/8/21,Tyson Corporate,Springdale,Washington,5,70,75,Don Tyson Pkwy,"Administrative and Support and Waste Management and
Remediation Services",don tyson pkwy,springdale,washington,tyson,2021,Feb,2021-02
32,41,6/2/20,Wayne Farms,Danville,Yell,9,1,10,NA,NA,NA,danville,yell,wayne farms,2020,Jun,2020-06
32,57,6/5/20,Wayne Farms,Danville,Yell,11,1,12,NA,NA,NA,danville,yell,wayne farms,2020,Jun,2020-06
32,71,6/8/20,Wayne Farms,Danville,Yell,17,3,20,NA,NA,NA,danville,yell,wayne farms,2020,Jun,2020-06
32,91,6/14/20,Wayne Farms,Danville,Yell,24,13,37,NA,NA,NA,danville,yell,wayne farms,2020,Jun,2020-06
32,111,6/18/20,Wayne Farms,Danville,Yell,25,29,54,NA,NA,NA,danville,yell,wayne farms,2020,Jun,2020-06
32,130,6/21/20,Wayne Farms,Danville,Yell,36,35,71,NA,NA,NA,danville,yell,wayne farms,2020,Jun,2020-06
32,147,6/25/20,Wayne Farms,Danville,Yell,59,50,109,NA,NA,NA,danville,yell,wayne farms,2020,Jun,2020-06
32,170,7/3/20,Wayne Farms,Danville,Yell,64,96,160,NA,NA,NA,danville,yell,wayne farms,2020,Jul,2020-07
32,195,7/6/20,Wayne Farms,Danville,Yell,45,115,160,NA,NA,NA,danville,yell,wayne farms,2020,Jul,2020-07
32,215,7/13/20,Wayne Farms,Danville,Yell,34,151,185,NA,NA,NA,danville,yell,wayne farms,2020,Jul,2020-07
32,234,7/20/20,Wayne Farms,Danville,Yell,19,172,191,NA,NA,NA,danville,yell,wayne farms,2020,Jul,2020-07
32,258,7/24/20,Wayne Farms,Danville,Yell,9,185,194,NA,NA,NA,danville,yell,wayne farms,2020,Jul,2020-07
32,278,7/27/20,Wayne Farms,Danville,Yell,6,191,197,NA,NA,NA,danville,yell,wayne farms,2020,Jul,2020-07
32,298,7/31/20,Wayne Farms,Danville,Yell,5,193,198,NA,NA,NA,danville,yell,wayne farms,2020,Jul,2020-07
32,320,8/3/20,Wayne Farms,Danville,Yell,6,193,199,NA,NA,NA,danville,yell,wayne farms,2020,Aug,2020-08
32,639,12/14/20,Wayne Farms,Danville,Yell,5,211,216,NA,Manufacturing,NA,danville,yell,wayne farms,2020,Dec,2020-12
32,675,12/24/20,Wayne Farms,Danville,Yell,9,221,230,NA,Manufacturing,NA,danville,yell,wayne farms,2020,Dec,2020-12
33,55,6/5/20,Simmons Foods,Van Buren,Crawford,12,0,12,NA,NA,NA,van buren,crawford,simmons_foods,2020,Jun,2020-06
33,75,6/8/20,Simmons Foods,Van Buren,Crawford,11,2,13,NA,NA,NA,van buren,crawford,simmons_foods,2020,Jun,2020-06
33,98,6/14/20,Simmons Foods,Van Buren,Crawford,10,13,23,NA,NA,NA,van buren,crawford,simmons_foods,2020,Jun,2020-06
33,122,6/18/20,Simmons Foods,Van Buren,Crawford,7,17,24,NA,NA,NA,van buren,crawford,simmons_foods,2020,Jun,2020-06
33,140,6/21/20,Simmons Foods,Van Buren,Crawford,8,19,27,NA,NA,NA,van buren,crawford,simmons_foods,2020,Jun,2020-06
33,244,7/20/20,Simmons Foods,Van Buren,Crawford,6,35,41,NA,NA,NA,van buren,crawford,simmons_foods,2020,Jul,2020-07
33,300,7/31/20,Simmons Foods,Van Buren,Crawford,5,45,50,NA,NA,NA,van buren,crawford,simmons_foods,2020,Jul,2020-07
33,323,8/3/20,Simmons Foods,Van Buren,Crawford,5,47,52,NA,NA,NA,van buren,crawford,simmons_foods,2020,Aug,2020-08
33,341,8/7/20,Simmons Foods,Van Buren,Crawford,6,48,54,NA,NA,NA,van buren,crawford,simmons_foods,2020,Aug,2020-08
33,358,8/10/20,Simmons Foods,Van Buren,Crawford,6,48,54,NA,NA,NA,van buren,crawford,simmons_foods,2020,Aug,2020-08
33,42,6/2/20,Simmons Poultry,Van Buren,Crawford,8,0,8,NA,NA,NA,van buren,crawford,simmons_foods,2020,Jun,2020-06
34,61,6/5/20,Simmons Foods,Gentry,Benton,5,0,5,NA,NA,NA,gentry,benton,simmons_foods,2020,Jun,2020-06
34,80,6/8/20,Simmons Foods,Gentry,Benton,6,0,6,NA,NA,NA,gentry,benton,simmons_foods,2020,Jun,2020-06
34,119,6/18/20,Simmons Foods,Gentry,Benton,8,8,16,NA,NA,NA,gentry,benton,simmons_foods,2020,Jun,2020-06
34,137,6/21/20,Simmons Foods,Gentry,Benton,11,8,19,NA,NA,NA,gentry,benton,simmons_foods,2020,Jun,2020-06
34,161,6/25/20,Simmons Foods,Gentry,Benton,11,12,23,NA,NA,NA,gentry,benton,simmons_foods,2020,Jun,2020-06
34,188,7/3/20,Simmons Foods,Gentry,Benton,5,24,29,NA,NA,NA,gentry,benton,simmons_foods,2020,Jul,2020-07
34,260,7/24/20,Simmons Foods,Gentry,Benton,8,46,54,NA,NA,NA,gentry,benton,simmons_foods,2020,Jul,2020-07
34,274,7/27/20,Simmons Foods,Gentry,Benton,8,51,59,NA,NA,NA,gentry,benton,simmons_foods,2020,Jul,2020-07
34,290,7/31/20,Simmons Foods,Gentry,Benton,10,61,71,NA,NA,NA,gentry,benton,simmons_foods,2020,Jul,2020-07
34,314,8/3/20,Simmons Foods,Gentry,Benton,9,61,70,NA,NA,NA,gentry,benton,simmons_foods,2020,Aug,2020-08
34,340,8/7/20,Simmons Foods,Gentry,Benton,6,70,76,NA,NA,NA,gentry,benton,simmons_foods,2020,Aug,2020-08
34,360,8/10/20,Simmons Foods,Gentry,Benton,5,73,78,NA,NA,NA,gentry,benton,simmons_foods,2020,Aug,2020-08
34,373,8/13/20,Simmons Foods,Gentry,Benton,6,76,82,NA,NA,NA,gentry,benton,simmons_foods,2020,Aug,2020-08
34,390,8/17/20,Simmons Foods,Gentry,Benton,6,78,84,NA,NA,NA,gentry,benton,simmons_foods,2020,Aug,2020-08
35,62,6/5/20,Simmons Foods,Siloam Springs,Benton,5,0,5,NA,NA,NA,siloam springs,benton,simmons_foods,2020,Jun,2020-06
35,82,6/8/20,Simmons Foods,Siloam Springs,Benton,5,2,7,NA,NA,NA,siloam springs,benton,simmons_foods,2020,Jun,2020-06
35,281,7/27/20,Simmons Foods,Siloam Springs,Benton,5,20,25,NA,NA,NA,siloam springs,benton,simmons_foods,2020,Jul,2020-07
35,335,8/7/20,Simmons Foods,Siloam Springs,Benton,10,39,49,NA,NA,NA,siloam springs,benton,simmons_foods,2020,Aug,2020-08
35,353,8/10/20,Simmons Foods,Siloam Springs,Benton,12,42,54,NA,NA,NA,siloam springs,benton,simmons_foods,2020,Aug,2020-08
35,369,8/13/20,Simmons Foods,Siloam Springs,Benton,9,59,68,NA,NA,NA,siloam springs,benton,simmons_foods,2020,Aug,2020-08
35,389,8/17/20,Simmons Foods,Siloam Springs,Benton,7,67,74,NA,NA,NA,siloam springs,benton,simmons_foods,2020,Aug,2020-08
35,546,11/12/20,Simmons Foods,Siloam Springs,Benton,7,92,99,NA,Manufacturing,NA,siloam springs,benton,simmons_foods,2020,Nov,2020-11
35,556,11/16/20,Simmons Foods,Siloam Springs,Benton,6,96,102,NA,Manufacturing,NA,siloam springs,benton,simmons_foods,2020,Nov,2020-11
35,564,11/19/20,Simmons Foods,Siloam Springs,Benton,7,97,104,NA,Manufacturing,NA,siloam springs,benton,simmons_foods,2020,Nov,2020-11
35,635,12/14/20,Simmons Foods,Siloam Springs,Benton,6,110,116,NA,Manufacturing,NA,siloam springs,benton,simmons_foods,2020,Dec,2020-12
36,301,7/31/20,Simmons Foods,Ft Smith,Sebastian,5,24,29,NA,NA,NA,fort_smith,sebastian,simmons_foods,2020,Jul,2020-07
36,345,8/7/20,Simmons Foods,Ft Smith,Sebastian,5,26,31,NA,NA,NA,fort_smith,sebastian,simmons_foods,2020,Aug,2020-08
36,522,11/2/20,Simmons Foods,Ft Smith,Sebastian,6,40,46,NA,Manufacturing,NA,fort_smith,sebastian,simmons_foods,2020,Nov,2020-11
36,535,11/5/20,Simmons Foods,Ft Smith,Sebastian,5,41,46,NA,Manufacturing,NA,fort_smith,sebastian,simmons_foods,2020,Nov,2020-11
37,59,6/5/20,Southeast Poultry,Rogers,Benton,5,4,9,NA,NA,NA,rogers,benton,southeast poultry,2020,Jun,2020-06
37,74,6/8/20,Southeast Poultry,Rogers,Benton,11,4,15,NA,NA,NA,rogers,benton,southeast poultry,2020,Jun,2020-06
37,93,6/14/20,Southeast Poultry,Rogers,Benton,22,11,33,NA,NA,NA,rogers,benton,southeast poultry,2020,Jun,2020-06
37,113,6/18/20,Southeast Poultry,Rogers,Benton,15,26,41,NA,NA,NA,rogers,benton,southeast poultry,2020,Jun,2020-06
37,134,6/21/20,Southeast Poultry,Rogers,Benton,16,32,48,NA,NA,NA,rogers,benton,southeast poultry,2020,Jun,2020-06
37,159,6/25/20,Southeast Poultry,Rogers,Benton,13,44,57,NA,NA,NA,rogers,benton,southeast poultry,2020,Jun,2020-06
37,182,7/3/20,Southeast Poultry,Rogers,Benton,11,59,70,NA,NA,NA,rogers,benton,southeast poultry,2020,Jul,2020-07
37,209,7/6/20,Southeast Poultry,Rogers,Benton,7,66,73,NA,NA,NA,rogers,benton,southeast poultry,2020,Jul,2020-07
38,63,6/5/20,Hino Motors,Marion,AR,5,3,8,NA,NA,NA,marion,crittenden,hino motors,2020,Jun,2020-06
38,83,6/8/20,Hino Motors,Marion,Crittenden,11,4,15,NA,NA,NA,marion,crittenden,hino motors,2020,Jun,2020-06
38,105,6/14/20,Hino Motors,Marion,Crittenden,5,11,16,NA,NA,NA,marion,crittenden,hino motors,2020,Jun,2020-06
39,79,6/8/20,Twin Rivers Foods,Atkins,Pope,6,5,11,NA,NA,NA,atkins,pope,twin rivers foods,2020,Jun,2020-06
39,118,6/18/20,Twin Rivers Foods,Atkins,Pope,8,11,19,NA,NA,NA,atkins,pope,twin rivers foods,2020,Jun,2020-06
39,136,6/21/20,Twin Rivers Foods,Atkins,Pope,12,13,25,NA,NA,NA,atkins,pope,twin rivers foods,2020,Jun,2020-06
39,158,6/25/20,Twin Rivers Foods,Atkins,Pope,14,19,33,NA,NA,NA,atkins,pope,twin rivers foods,2020,Jun,2020-06
39,187,7/3/20,Twin Rivers Foods,Atkins,Pope,7,35,42,NA,NA,NA,atkins,pope,twin rivers foods,2020,Jul,2020-07
39,667,12/21/20,Twin Rivers Foods,Atkins,Pope,6,154,160,NA,Manufacturing,NA,atkins,pope,twin rivers foods,2020,Dec,2020-12
39,718,1/11/21,Twin Rivers Foods,Atkins,Pope,6,107,113,NA,Manufacturing,NA,atkins,pope,twin rivers foods,2021,Jan,2021-01
39,726,1/14/21,Twin Rivers Foods,Atkins,Pope,10,112,122,NA,Manufacturing,NA,atkins,pope,twin rivers foods,2021,Jan,2021-01
39,744,1/18/21,Twin Rivers Foods,Atkins,Pope,6,116,122,NA,Manufacturing,NA,atkins,pope,twin rivers foods,2021,Jan,2021-01
40,374,8/13/20,Twin Rivers Foods,Ft Smith,Sebastian,6,10,16,NA,NA,NA,fort_smith,sebastian,twin rivers foods,2020,Aug,2020-08
40,394,8/17/20,Twin Rivers Foods,Ft Smith,Sebastian,5,11,16,NA,NA,NA,fort_smith,sebastian,twin rivers foods,2020,Aug,2020-08
40,651,12/17/20,Twin Rivers Foods,Ft Smith,Sebastian,7,40,47,NA,Manufacturing,NA,fort_smith,sebastian,twin rivers foods,2020,Dec,2020-12
41,84,6/8/20,Husqvarna,Nashville,Howard,6,1,7,NA,NA,NA,ashdown,howard,husqvarna,2020,Jun,2020-06
41,641,12/14/20,Husqvarna,Nashville,Howard,5,56,61,NA,Manufacturing,NA,ashdown,howard,husqvarna,2020,Dec,2020-12
41,654,12/17/20,Husqvarna,Nashville,Howard,6,57,63,NA,Manufacturing,NA,ashdown,howard,husqvarna,2020,Dec,2020-12
41,665,12/21/20,Husqvarna,Nashville,Howard,6,62,68,NA,Manufacturing,NA,ashdown,howard,husqvarna,2020,Dec,2020-12
41,678,12/24/20,Husqvarna,Nashville,Howard,9,62,71,NA,Manufacturing,NA,ashdown,howard,husqvarna,2020,Dec,2020-12
42,85,6/8/20,Consulate of Mexico,Little Rock,Pulaski,5,0,5,NA,NA,NA,little rock,pulaski,consulate of mexico,2020,Jun,2020-06
43,103,6/14/20,Park Hill Collection Warehouse,Little Rock,Pulaski,7,3,10,NA,NA,NA,little rock,pulaski,park hill collection warehouse,2020,Jun,2020-06
44,104,6/14/20,Walmart Regional Distribution Center 6094,Bentonville,Benton,6,1,7,NA,NA,NA,bentonville,benton,walmart,2020,Jun,2020-06
45,251,7/20/20,Wal-Mart #0119,Batesville,Independence,5,0,5,NA,NA,NA,batesville,independence,walmart,2020,Jul,2020-07
46,123,6/18/20,Rockline Industries,Russellville,Pope,5,10,15,NA,NA,NA,russellville,pope,rockline industries,2020,Jun,2020-06
46,144,6/21/20,Rockline Industries,Russellville,Pope,6,10,16,NA,NA,NA,russellville,pope,rockline industries,2020,Jun,2020-06
47,166,6/25/20,Rockline Industries,Springdale,Washington,5,16,21,NA,NA,NA,springdale,washington,rockline industries,2020,Jun,2020-06
48,124,6/18/20,Target,Fayetteville,Washington,5,1,6,NA,NA,NA,fayetteville,washington,target,2020,Jun,2020-06
49,143,6/21/20,OK Foods,Ft Smith,Sebastian,6,4,10,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Jun,2020-06
49,165,6/25/20,OK Foods,Ft Smith,Sebastian,5,8,13,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Jun,2020-06
49,184,7/3/20,OK Foods,Ft Smith,Sebastian,11,14,25,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Jul,2020-07
49,210,7/6/20,OK Foods,Ft Smith,Sebastian,7,21,28,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Jul,2020-07
49,218,7/13/20,OK Foods,Ft Smith,Sebastian,20,40,60,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Jul,2020-07
49,253,7/24/20,OK Foods,Ft Smith,Sebastian,30,99,129,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Jul,2020-07
49,268,7/27/20,OK Foods,Ft Smith,Sebastian,27,116,143,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Jul,2020-07
49,284,7/31/20,OK Foods,Ft Smith,Sebastian,25,133,158,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Jul,2020-07
49,308,8/3/20,OK Foods,Ft Smith,Sebastian,24,140,164,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Aug,2020-08
49,330,8/7/20,OK Foods,Ft Smith,Sebastian,28,172,200,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Aug,2020-08
49,349,8/10/20,OK Foods,Ft Smith,Sebastian,24,177,201,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Aug,2020-08
49,367,8/13/20,OK Foods,Ft Smith,Sebastian,19,187,206,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Aug,2020-08
49,386,8/17/20,OK Foods,Ft Smith,Sebastian,17,193,210,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Aug,2020-08
49,406,8/27/20,OK Foods,Ft Smith,Sebastian,11,223,234,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Aug,2020-08
49,413,8/31/20,OK Foods,Ft Smith,Sebastian,8,226,234,NA,NA,NA,fort_smith,sebastian,ok foods,2020,Aug,2020-08
49,469,10/8/20,OK Foods,Fort Smith,Sebastian,8,262,270,NA,Manufacturing,NA,fort_smith,sebastian,ok foods,2020,Oct,2020-10
49,478,10/12/20,OK Foods,Fort Smith,Sebastian,7,262,270,NA,Manufacturing,NA,fort_smith,sebastian,ok foods,2020,Oct,2020-10
49,487,10/15/20,OK Foods,Fort Smith,Sebastian,6,263,269,NA,Manufacturing,NA,fort_smith,sebastian,ok foods,2020,Oct,2020-10
50,167,6/25/20,ConAgra,Russellville,Pope,5,8,13,NA,NA,NA,russellville,pope,con_agra,2020,Jun,2020-06
50,191,7/3/20,ConAgra,Russellville,Pope,13,12,25,NA,NA,NA,russellville,pope,con_agra,2020,Jul,2020-07
50,211,7/6/20,ConAgra,Russellville,Pope,17,14,31,NA,NA,NA,russellville,pope,con_agra,2020,Jul,2020-07
50,229,7/13/20,ConAgra,Russellville,Pope,21,30,51,NA,NA,NA,russellville,pope,con_agra,2020,Jul,2020-07
50,247,7/20/20,ConAgra,Russellville,Pope,31,60,91,NA,NA,NA,russellville,pope,con_agra,2020,Jul,2020-07
50,265,7/24/20,ConAgra,Russellville,Pope,25,83,108,NA,NA,NA,russellville,pope,con_agra,2020,Jul,2020-07
50,282,7/27/20,ConAgra,Russellville,Pope,22,89,111,NA,NA,NA,russellville,pope,con_agra,2020,Jul,2020-07
50,302,7/31/20,ConAgra,Russellville,Pope,26,101,127,NA,NA,NA,russellville,pope,con_agra,2020,Jul,2020-07
50,324,8/3/20,ConAgra,Russellville,Pope,30,113,143,NA,NA,NA,russellville,pope,con_agra,2020,Aug,2020-08
50,346,8/7/20,ConAgra,Russellville,Pope,24,132,156,NA,NA,NA,russellville,pope,con_agra,2020,Aug,2020-08
50,361,8/10/20,ConAgra,Russellville,Pope,19,144,163,NA,NA,NA,russellville,pope,con_agra,2020,Aug,2020-08
50,377,8/13/20,ConAgra,Russellville,Pope,11,164,175,NA,NA,NA,russellville,pope,con_agra,2020,Aug,2020-08
50,382,8/17/20,ConAgra,Russellville,Pope,6,172,178,NA,NA,NA,russellville,pope,con_agra,2020,Aug,2020-08
50,466,10/5/20,ConAgra,Russellville,Pope,5,190,195,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Oct,2020-10
50,473,10/8/20,ConAgra,Russellville,Pope,6,190,196,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Oct,2020-10
50,480,10/12/20,ConAgra,Russellville,Pope,5,193,198,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Oct,2020-10
50,566,11/19/20,ConAgra,Russellville,Pope,6,205,211,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Nov,2020-11
50,570,11/23/20,ConAgra,Russellville,Pope,14,207,221,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Nov,2020-11
50,576,11/26/20,ConAgra,Russellville,Pope,14,208,222,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Nov,2020-11
50,583,11/30/20,ConAgra,Russellville,Pope,10,219,229,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Nov,2020-11
50,591,12/3/20,ConAgra,Russellville,Pope,6,231,237,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Dec,2020-12
50,597,12/7/20,ConAgra,Russellville,Pope,10,229,239,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Dec,2020-12
50,611,12/10/20,ConAgra,Russellville,Pope,13,230,243,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Dec,2020-12
50,623,12/14/20,ConAgra,Russellville,Pope,19,237,256,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Dec,2020-12
50,647,12/17/20,ConAgra,Russellville,Pope,9,240,249,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Dec,2020-12
50,661,12/21/20,ConAgra,Russellville,Pope,9,259,268,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Dec,2020-12
50,671,12/24/20,ConAgra,Russellville,Pope,15,265,280,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Dec,2020-12
50,692,12/28/20,ConAgra,Russellville,Pope,5,276,281,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Dec,2020-12
50,694,12/31/20,ConAgra,Russellville,Pope,8,285,293,NA,Manufacturing,NA,russellville,pope,con_agra,2020,Dec,2020-12
50,700,1/4/21,ConAgra,Russellville,Pope,10,295,305,NA,Manufacturing,NA,russellville,pope,con_agra,2021,Jan,2021-01
50,703,1/7/21,ConAgra,Russellville,Pope,20,296,316,NA,Manufacturing,NA,russellville,pope,con_agra,2021,Jan,2021-01
50,715,1/11/21,ConAgra,Russellville,Pope,12,303,315,NA,Manufacturing,NA,russellville,pope,con_agra,2021,Jan,2021-01
50,727,1/14/21,ConAgra,Russellville,Pope,8,323,331,NA,Manufacturing,NA,russellville,pope,con_agra,2021,Jan,2021-01
50,738,1/18/21,ConAgra,Russellville,Pope,7,326,333,NA,Manufacturing,NA,russellville,pope,con_agra,2021,Jan,2021-01
50,754,1/21/21,ConAgra,Russellville,Pope,5,331,336,NA,Manufacturing,NA,russellville,pope,con_agra,2021,Jan,2021-01
50,760,1/25/21,ConAgra,Russellville,Pope,6,333,339,NA,Manufacturing,NA,russellville,pope,con_agra,2021,Jan,2021-01
50,768,1/28/21,ConAgra,Russellville,Pope,5,337,342,NA,Manufacturing,NA,russellville,pope,con_agra,2021,Jan,2021-01
50,783,2/8/21,ConAgra,Russellville,Pope,6,345,351,NA,Manufacturing,NA,russellville,pope,con_agra,2021,Feb,2021-02
50,791,2/11/21,ConAgra,Russellville,Pope,6,347,353,NA,Manufacturing,NA,russellville,pope,con_agra,2021,Feb,2021-02
51,739,1/18/21,ConAgra/Pinnacle Foods,Fayetteville,Washington,5,54,59,NA,Manufacturing,NA,fayetteville,washington,con_agra,2021,Jan,2021-01
52,192,7/3/20,TMC Logistics,Bentonville,Benton,9,3,12,NA,NA,NA,bentonville,benton,tmc logistics,2020,Jul,2020-07
52,212,7/6/20,TMC Logistics,Bentonville,Benton,6,8,14,NA,NA,NA,bentonville,benton,tmc logistics,2020,Jul,2020-07
53,230,7/13/20,Evergreen Packaging,Pine Bluff,Jefferson,7,12,19,NA,NA,NA,pine_bluff,jefferson,evergreen packaging,2020,Jul,2020-07
53,248,7/20/20,Evergreen Packaging,Pine Bluff,Jefferson,8,28,36,NA,NA,NA,pine_bluff,jefferson,evergreen packaging,2020,Jul,2020-07
53,494,10/19/20,Evergreen Packaging,Pine Bluff,Jefferson,6,77,83,NA,Manufacturing,NA,pine_bluff,jefferson,evergreen packaging,2020,Oct,2020-10
53,497,10/22/20,Evergreen Packaging,Pine Bluff,Jefferson,6,79,85,NA,Manufacturing,NA,pine_bluff,jefferson,evergreen packaging,2020,Oct,2020-10
53,501,10/26/20,Evergreen Packaging,Pine Bluff,Jefferson,8,79,87,NA,Manufacturing,NA,pine_bluff,jefferson,evergreen packaging,2020,Oct,2020-10
53,513,10/29/20,Evergreen Packaging,Pine Bluff,Jefferson,5,87,92,NA,Manufacturing,NA,pine_bluff,jefferson,evergreen packaging,2020,Oct,2020-10
54,245,7/20/20,Peco,Pocahontas,Randolph,6,19,25,NA,NA,NA,pocahontas,randolph,peco,2020,Jul,2020-07
54,287,7/31/20,Peco,Pocahontas,Randolph,12,30,42,NA,NA,NA,pocahontas,randolph,peco,2020,Jul,2020-07
54,315,8/3/20,Peco,Pocahontas,Randolph,9,33,42,NA,NA,NA,pocahontas,randolph,peco,2020,Aug,2020-08
54,334,8/7/20,Peco,Pocahontas,Randolph,10,40,50,NA,NA,NA,pocahontas,randolph,peco,2020,Aug,2020-08
54,354,8/10/20,Peco,Pocahontas,Randolph,10,40,50,NA,NA,NA,pocahontas,randolph,peco,2020,Aug,2020-08
54,398,8/24/20,Peco,Pocahontas,Randolph,11,49,60,NA,NA,NA,pocahontas,randolph,peco,2020,Aug,2020-08
54,407,8/27/20,Peco,Pocahontas,Randolph,7,54,61,NA,NA,NA,pocahontas,randolph,peco,2020,Aug,2020-08
54,414,8/31/20,Peco,Pocahontas,Randolph,5,56,61,NA,NA,NA,pocahontas,randolph,peco,2020,Aug,2020-08
54,417,9/3/20,Peco,Pocahontas,Randolph,5,59,64,NA,NA,NA,pocahontas,randolph,peco,2020,Sep,2020-09
54,422,9/7/20,Peco,Pocahontas,Randolph,5,58,63,NA,NA,NA,pocahontas,randolph,peco,2020,Sep,2020-09
54,430,9/9/20,Peco,Pocahontas,Randolph,5,57,62,NA,NA,NA,pocahontas,randolph,peco,2020,Sep,2020-09
54,438,9/14/20,Peco,Pocahontas,Randolph,6,59,65,NA,NA,NA,pocahontas,randolph,peco,2020,Sep,2020-09
54,447,9/17/20,Peco,Pocahontas,Randolph,5,59,64,NA,Manufacturing,NA,pocahontas,randolph,peco,2020,Sep,2020-09
54,451,9/24/20,Peco,Pocahontas,Randolph,5,61,66,NA,Manufacturing,NA,pocahontas,randolph,peco,2020,Sep,2020-09
54,498,10/22/20,Peco,Pocahontas,Randolph,6,66,72,NA,Manufacturing,NA,pocahontas,randolph,peco,2020,Oct,2020-10
54,502,10/26/20,Peco,Pocahontas,Randolph,7,67,74,NA,Manufacturing,NA,pocahontas,randolph,peco,2020,Oct,2020-10
54,510,10/29/20,Peco,Pocahontas,Randolph,7,69,76,NA,Manufacturing,NA,pocahontas,randolph,peco,2020,Oct,2020-10
