Uniqueid,V2,date,company_name,city,county,number_active_cases,number_recovered_cases,total_number_of_cases,address,industry,cleaned_address,cleaned_city,cleaned_county,cleaned_company,year,month,yearmon
17,52,6/5/20,Tyson of Rogers,Rogers,Benton,14,1,15,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jun,2020-06
17,72,6/8/20,Tyson of Rogers,Rogers,Benton,13,3,16,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jun,2020-06
17,92,6/14/20,Tyson of Rogers,Rogers,Benton,22,23,45,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jun,2020-06
17,112,6/18/20,Tyson of Rogers,Rogers,Benton,15,32,47,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jun,2020-06
17,133,6/21/20,Tyson of Rogers,Rogers,Benton,19,49,68,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jun,2020-06
17,145,6/25/20,Tyson of Rogers,Rogers,Benton,163,63,226,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jun,2020-06
17,168,7/3/20,Tyson of Rogers,Rogers,Benton,123,114,237,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jul,2020-07
17,193,7/6/20,Tyson of Rogers,Rogers,Benton,122,117,239,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jul,2020-07
17,213,7/13/20,Tyson of Rogers,Rogers,Benton,76,180,256,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jul,2020-07
17,232,7/20/20,Tyson of Rogers,Rogers,Benton,31,229,260,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jul,2020-07
17,254,7/24/20,Tyson of Rogers,Rogers,Benton,27,237,264,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jul,2020-07
17,269,7/27/20,Tyson of Rogers,Rogers,Benton,26,240,266,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jul,2020-07
17,285,7/31/20,Tyson of Rogers,Rogers,Benton,19,248,267,Elm St.,NA,elm st,rogers,benton,tyson,2020,Jul,2020-07
17,309,8/3/20,Tyson of Rogers,Rogers,Benton,20,249,269,Elm St.,NA,elm st,rogers,benton,tyson,2020,Aug,2020-08
17,600,12/7/20,Tyson of Rogers,Rogers,Benton,7,301,308,Elm St.,Manufacturing,elm st,rogers,benton,tyson,2020,Dec,2020-12
17,674,12/24/20,Tyson of Rogers,Rogers,Benton,9,313,322,Elm St.,Manufacturing,elm st,rogers,benton,tyson,2020,Dec,2020-12
18,155,6/25/20,Tyson,Rogers,Benton,32,32,64,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Jun,2020-06
18,176,7/3/20,Tyson,Rogers,Benton,31,44,75,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Jul,2020-07
18,196,7/6/20,Tyson,Rogers,Benton,30,44,74,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Jul,2020-07
18,217,7/13/20,Tyson,Rogers,Benton,21,64,85,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Jul,2020-07
18,256,7/24/20,Tyson,Rogers,Benton,16,79,95,"Olrich St,",NA,olrich st,rogers,benton,tyson,2020,Jul,2020-07
18,272,7/27/20,Tyson,Rogers,Benton,13,84,97,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Jul,2020-07
18,288,7/31/20,Tyson,Rogers,Benton,11,89,100,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Jul,2020-07
18,311,8/3/20,Tyson,Rogers,Benton,11,90,101,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Aug,2020-08
18,343,8/7/20,Tyson,Rogers,Benton,5,100,105,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Aug,2020-08
18,39,6/2/20,Tyson's Chick-N-Quick,Rogers,Benton,13,2,15,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Jun,2020-06
18,51,6/5/20,Tyson's Chick-N-Quick,Rogers,Benton,17,3,20,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Jun,2020-06
18,70,6/8/20,Tyson's Chick-N-Quick,Rogers,Benton,17,5,22,"Olrich St,",NA,olrich st,rogers,benton,tyson,2020,Jun,2020-06
18,95,6/14/20,Tyson's Chick-N-Quick,Rogers,Benton,14,17,31,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Jun,2020-06
18,116,6/18/20,Tyson's Chick-N-Quick,Rogers,Benton,9,24,33,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Jun,2020-06
18,138,6/21/20,Tyson's Chick-N-Quick,Rogers,Benton,9,26,35,Olrich St,NA,olrich st,rogers,benton,tyson,2020,Jun,2020-06
18,677,12/24/20,Tyson's Chick-N-Quick,Rogers,Benton,9,96,105,Olrich St.,Manufacturing,olrich st,rogers,benton,tyson,2020,Dec,2020-12
18,690,12/28/20,Tyson's Chick-N-Quick,Rogers,Benton,9,103,112,Olrich St.,Manufacturing,olrich st,rogers,benton,tyson,2020,Dec,2020-12
18,695,12/31/20,Tyson's Chick-N-Quick,Rogers,Benton,8,112,120,Olrich St.,Manufacturing,olrich st,rogers,benton,tyson,2020,Dec,2020-12
18,701,1/4/21,Tyson's Chick-N-Quick,Rogers,Benton,6,118,124,Olrich St.,Manufacturing,olrich st,rogers,benton,tyson,2021,Jan,2021-01
18,709,1/7/21,Tyson's Chick-N-Quick,Rogers,Benton,7,119,126,Olrich St.,Manufacturing,olrich st,rogers,benton,tyson,2021,Jan,2021-01
19,43,6/2/20,Tyson,Springdale,Washington,7,8,15,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jun,2020-06
19,54,6/5/20,Tyson,Springdale,Washington,12,10,22,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jun,2020-06
19,69,6/8/20,Tyson,Springdale,Washington,17,10,27,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jun,2020-06
19,86,6/14/20,Tyson,Springdale,Washington,186,33,219,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jun,2020-06
19,106,6/18/20,Tyson,Springdale,Washington,141,84,225,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jun,2020-06
19,125,6/21/20,Tyson,Springdale,Washington,124,114,268,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jun,2020-06
19,146,6/25/20,Tyson,Springdale,Washington,109,174,283,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jun,2020-06
19,169,7/3/20,Tyson,Springdale,Washington,102,203,305,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jul,2020-07
19,194,7/6/20,Tyson,Springdale,Washington,80,226,306,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jul,2020-07
19,214,7/13/20,Tyson,Springdale,Washington,53,263,316,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jul,2020-07
19,231,7/20/20,Tyson,Springdale,Washington,36,290,326,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jul,2020-07
19,252,7/24/20,Tyson,Springdale,Washington,32,301,333,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jul,2020-07
19,270,7/27/20,Tyson,Springdale,Washington,23,315,338,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jul,2020-07
19,283,7/31/20,Tyson,Springdale,Washington,25,319,344,Berry St.,NA,berry st,springdale,washington,tyson,2020,Jul,2020-07
19,307,8/3/20,Tyson,Springdale,Washington,25,321,346,Berry St.,NA,berry st,springdale,washington,tyson,2020,Aug,2020-08
19,332,8/7/20,Tyson,Springdale,Washington,14,331,345,Berry St.,NA,berry st,springdale,washington,tyson,2020,Aug,2020-08
19,351,8/10/20,Tyson,Springdale,Washington,14,332,346,Berry St.,NA,berry st,springdale,washington,tyson,2020,Aug,2020-08
19,368,8/13/20,Tyson,Springdale,Washington,12,334,346,Berry St.,NA,berry st,springdale,washington,tyson,2020,Aug,2020-08
19,387,8/17/20,Tyson,Springdale,Washington,11,336,347,Berry St.,NA,berry st,springdale,washington,tyson,2020,Aug,2020-08
19,446,9/17/20,Tyson,Springdale,Washington,5,360,365,Berry St.,Manufacturing,berry st,springdale,washington,tyson,2020,Sep,2020-09
19,512,10/29/20,Tyson,Springdale,Washington,5,377,382,Berry St.,Manufacturing,berry st,springdale,washington,tyson,2020,Oct,2020-10
19,697,12/31/20,Tyson,Springdale,Washington,6,397,403,Berry St.,Manufacturing,berry st,springdale,washington,tyson,2020,Dec,2020-12
19,746,1/18/21,Tyson,Springdale,Washington,7,406,413,Berry St.,Manufacturing,berry st,springdale,washington,tyson,2021,Jan,2021-01
19,755,1/21/21,Tyson,Springdale,Washington,7,408,415,Berry St.,Manufacturing,berry st,springdale,washington,tyson,2021,Jan,2021-01
19,764,1/25/21,Tyson,Springdale,Washington,6,410,416,Berry St.,Manufacturing,berry st,springdale,washington,tyson,2021,Jan,2021-01
20,44,6/2/20,Tyson,Grannis,Polk,7,2,9,NA,NA,NA,grannis,polk,tyson,2020,Jun,2020-06
20,58,6/5/20,Tyson,Grannis,Polk,10,2,12,NA,NA,NA,grannis,polk,tyson,2020,Jun,2020-06
20,78,6/8/20,Tyson,Grannis,Polk,6,6,12,NA,NA,NA,grannis,polk,tyson,2020,Jun,2020-06
20,97,6/14/20,Tyson,Grannis,Polk,12,12,24,NA,NA,NA,grannis,polk,tyson,2020,Jun,2020-06
20,117,6/18/20,Tyson,Grannis,Polk,8,18,26,NA,NA,NA,grannis,polk,tyson,2020,Jun,2020-06
20,141,6/21/20,Tyson,Grannis,Polk,7,21,28,NA,NA,NA,grannis,polk,tyson,2020,Jun,2020-06
20,189,7/3/20,Tyson,Grannis,Polk,5,24,29,NA,NA,NA,grannis,polk,tyson,2020,Jul,2020-07
21,60,6/5/20,Tyson Mexican Original,Fayetteville,Washington,5,3,8,NA,NA,NA,fayetteville,washington,tyson,2020,Jun,2020-06
21,81,6/8/20,Tyson Mexican Original,Fayetteville,Washington,5,3,8,NA,NA,NA,fayetteville,washington,tyson,2020,Jun,2020-06
21,154,6/25/20,Tyson's Mexican Original,Fayetteville,Washington,26,13,39,NA,NA,NA,fayetteville,washington,tyson,2020,Jun,2020-06
21,181,7/3/20,Tyson's Mexican Original,Fayetteville,Washington,13,29,42,NA,NA,NA,fayetteville,washington,tyson,2020,Jul,2020-07
21,205,7/6/20,Tyson's Mexican Original,Fayetteville,Washington,11,31,42,NA,NA,NA,fayetteville,washington,tyson,2020,Jul,2020-07
21,602,12/7/20,Tyson's Mexican Original,Fayetteville,Washington,7,99,106,NA,Manufacturing,NA,fayetteville,washington,tyson,2020,Dec,2020-12
21,617,12/10/20,Tyson's Mexican Original,Fayetteville,Washington,7,102,109,NA,Manufacturing,NA,fayetteville,washington,tyson,2020,Dec,2020-12
21,629,12/14/20,Tyson's Mexican Original,Fayetteville,Washington,9,105,114,NA,Manufacturing,NA,fayetteville,washington,tyson,2020,Dec,2020-12
22,100,6/14/20,Tyson,Van Buren,Crawford,6,0,6,NA,NA,NA,van buren,crawford,tyson,2020,Jun,2020-06
22,115,6/18/20,Tyson,Van Buren,Crawford,10,2,12,NA,NA,NA,van buren,crawford,tyson,2020,Jun,2020-06
22,131,6/21/20,Tyson,Van Buren,Crawford,27,4,31,NA,NA,NA,van buren,crawford,tyson,2020,Jun,2020-06
22,153,6/25/20,Tyson,Van Buren,Crawford,30,11,41,NA,NA,NA,van buren,crawford,tyson,2020,Jun,2020-06
22,172,7/3/20,Tyson,Van Buren,Crawford,31,36,67,NA,NA,NA,van buren,crawford,tyson,2020,Jul,2020-07
22,198,7/6/20,Tyson,Van Buren,Crawford,23,46,69,NA,NA,NA,van buren,crawford,tyson,2020,Jul,2020-07
22,222,7/13/20,Tyson,Van Buren,Crawford,13,70,83,NA,NA,NA,van buren,crawford,tyson,2020,Jul,2020-07
22,241,7/20/20,Tyson,Van Buren,Crawford,7,78,85,NA,NA,NA,van buren,crawford,tyson,2020,Jul,2020-07
22,264,7/24/20,Tyson,Van Buren,Crawford,5,82,87,NA,NA,NA,van buren,crawford,tyson,2020,Jul,2020-07
22,280,7/27/20,Tyson,Van Buren,Crawford,5,83,88,NA,NA,NA,van buren,crawford,tyson,2020,Jul,2020-07
22,299,7/31/20,Tyson,Van Buren,Crawford,5,88,93,NA,NA,NA,van buren,crawford,tyson,2020,Jul,2020-07
22,333,8/7/20,Tyson,Van Buren,Crawford,13,97,110,NA,NA,NA,van buren,crawford,tyson,2020,Aug,2020-08
22,352,8/10/20,Tyson,Van Buren,Crawford,12,100,112,NA,NA,NA,van buren,crawford,tyson,2020,Aug,2020-08
22,371,8/13/20,Tyson,Van Buren,Crawford,8,108,116,NA,NA,NA,van buren,crawford,tyson,2020,Aug,2020-08
22,388,8/17/20,Tyson,Van Buren,Crawford,8,111,119,NA,NA,NA,van buren,crawford,tyson,2020,Aug,2020-08
22,397,8/24/20,Tyson,Van Buren,Crawford,16,115,131,NA,NA,NA,van buren,crawford,tyson,2020,Aug,2020-08
22,405,8/27/20,Tyson,Van Buren,Crawford,24,128,152,NA,NA,NA,van buren,crawford,tyson,2020,Aug,2020-08
22,411,8/31/20,Tyson,Van Buren,Crawford,51,149,200,NA,NA,NA,van buren,crawford,tyson,2020,Aug,2020-08
22,415,9/3/20,Tyson,Van Buren,Crawford,31,175,206,NA,NA,NA,van buren,crawford,tyson,2020,Sep,2020-09
22,419,9/7/20,Tyson,Van Buren,Crawford,24,185,209,NA,NA,NA,van buren,crawford,tyson,2020,Sep,2020-09
22,427,9/9/20,Tyson,Van Buren,Crawford,17,195,212,NA,NA,NA,van buren,crawford,tyson,2020,Sep,2020-09
22,437,9/14/20,Tyson,Van Buren,Crawford,7,207,214,NA,NA,NA,van buren,crawford,tyson,2020,Sep,2020-09
22,445,9/17/20,Tyson,Van Buren,Crawford,6,209,215,NA,Manufacturing,NA,van buren,crawford,tyson,2020,Sep,2020-09
22,449,9/24/20,Tyson,Van Buren,Crawford,5,213,218,NA,Manufacturing,NA,van buren,crawford,tyson,2020,Sep,2020-09
22,533,11/5/20,Tyson,Van Buren,Crawford,5,225,230,NA,Manufacturing,NA,van buren,crawford,tyson,2020,Nov,2020-11
22,543,11/12/20,Tyson,Van Buren,Crawford,8,228,236,NA,Manufacturing,NA,van buren,crawford,tyson,2020,Nov,2020-11
22,558,11/16/20,Tyson,Van Buren,Crawford,5,231,236,NA,Manufacturing,NA,van buren,crawford,tyson,2020,Nov,2020-11
22,563,11/19/20,Tyson,Van Buren,Crawford,7,236,243,NA,Manufacturing,NA,van buren,crawford,tyson,2020,Nov,2020-11
22,579,11/26/20,Tyson,Van Buren,Crawford,5,248,253,NA,Manufacturing,NA,van buren,crawford,tyson,2020,Nov,2020-11
22,599,12/7/20,Tyson,Van Buren,Crawford,8,255,263,NA,Manufacturing,NA,van buren,crawford,tyson,2020,Dec,2020-12
22,638,12/14/20,Tyson,Van Buren,Crawford,5,262,267,NA,Manufacturing,NA,van buren,crawford,tyson,2020,Dec,2020-12
22,728,1/14/21,Tyson,Van Buren,Crawford,7,274,281,NA,Manufacturing,NA,van buren,crawford,tyson,2021,Jan,2021-01
23,101,6/14/20,Tyson,Berryville,Carroll,5,5,10,NA,NA,NA,berryville,carroll,tyson,2020,Jun,2020-06
23,459,10/1/20,Tyson,Berryville,Carroll,6,34,40,NA,Manufacturing,NA,berryville,carroll,tyson,2020,Oct,2020-10
23,463,10/5/20,Tyson,Berryville,Carroll,7,35,42,NA,Manufacturing,NA,berryville,carroll,tyson,2020,Oct,2020-10
23,581,11/26/20,Tyson,Berryville,Carroll,5,56,61,NA,Manufacturing,NA,berryville,carroll,tyson,2020,Nov,2020-11
23,586,11/30/20,Tyson,Berryville,Carroll,7,57,64,NA,Manufacturing,NA,berryville,carroll,tyson,2020,Nov,2020-11
23,650,12/17/20,Tyson,Berryville,Carroll,7,59,66,NA,Manufacturing,NA,berryville,carroll,tyson,2020,Dec,2020-12
23,663,12/21/20,Tyson,Berryville,Carroll,7,79,86,NA,Manufacturing,NA,berryville,carroll,tyson,2020,Dec,2020-12
23,689,12/24/20,Tyson,Berryville,Carroll,5,88,93,NA,Manufacturing,NA,berryville,carroll,tyson,2020,Dec,2020-12
23,734,1/14/21,Tyson,Berryville,Carroll,5,104,109,NA,Manufacturing,NA,berryville,carroll,tyson,2021,Jan,2021-01
23,747,1/18/21,Tyson,Berryville,Carroll,8,106,114,NA,Manufacturing,NA,berryville,carroll,tyson,2021,Jan,2021-01
23,756,1/21/21,Tyson,Berryville,Carroll,7,112,119,NA,Manufacturing,NA,berryville,carroll,tyson,2021,Jan,2021-01
24,102,6/14/20,Tyson,Green Forrest,Carroll,5,2,7,NA,NA,NA,green_forest,carroll,tyson,2020,Jun,2020-06
24,142,6/21/20,Tyson,Green Forrest,Carroll,6,8,14,NA,NA,NA,green_forest,carroll,tyson,2020,Jun,2020-06
24,162,6/25/20,Tyson,Green Forrest,Carroll,10,15,25,NA,NA,NA,green_forest,carroll,tyson,2020,Jun,2020-06
24,186,7/3/20,Tyson,Green Forest,Carroll,10,26,36,NA,NA,NA,green_forest,carroll,tyson,2020,Jul,2020-07
24,206,7/6/20,Tyson,Green Forest,Carroll,11,28,39,NA,NA,NA,green_forest,carroll,tyson,2020,Jul,2020-07
24,228,7/13/20,Tyson,Green Forest,Carroll,7,40,47,NA,NA,NA,green_forest,carroll,tyson,2020,Jul,2020-07
24,289,7/31/20,Tyson,Green Forest,Carroll,10,62,72,NA,NA,NA,green_forest,carroll,tyson,2020,Jul,2020-07
24,316,8/3/20,Tyson,Green Forest,Carroll,8,64,72,NA,NA,NA,green_forest,carroll,tyson,2020,Aug,2020-08
24,399,8/24/20,Tyson,Green Forest,Carroll,5,79,84,NA,NA,NA,green_forest,carroll,tyson,2020,Aug,2020-08
24,421,9/7/20,Tyson,Green Forest,Carroll,5,90,95,NA,NA,NA,green_forest,carroll,tyson,2020,Sep,2020-09
24,429,9/9/20,Tyson,Green Forest,Carroll,5,93,98,NA,NA,NA,green_forest,carroll,tyson,2020,Sep,2020-09
24,450,9/24/20,Tyson,Green Forest,Carroll,5,98,103,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Sep,2020-09
24,470,10/8/20,Tyson,Green Forest,Carroll,8,104,112,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Oct,2020-10
24,481,10/12/20,Tyson,Green Forest,Carroll,5,105,110,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Oct,2020-10
24,486,10/15/20,Tyson,Green Forest,Carroll,6,106,112,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Oct,2020-10
24,491,10/19/20,Tyson,Green Forest,Carroll,9,117,126,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Oct,2020-10
24,495,10/22/20,Tyson,Green Forest,Carroll,9,125,134,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Oct,2020-10
24,500,10/26/20,Tyson,Green Forest,Carroll,10,131,141,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Oct,2020-10
24,508,10/29/20,Tyson,Green Forest,Carroll,10,137,147,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Oct,2020-10
24,520,11/2/20,Tyson,Green Forest,Carroll,6,141,147,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Nov,2020-11
24,530,11/5/20,Tyson,Green Forest,Carroll,6,144,150,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Nov,2020-11
24,559,11/16/20,Tyson,Green Forest,Carroll,5,148,153,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Nov,2020-11
24,562,11/19/20,Tyson,Green Forest,Carroll,8,152,160,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Nov,2020-11
24,577,11/26/20,Tyson,Green Forest,Carroll,10,165,175,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Nov,2020-11
24,584,11/30/20,Tyson,Green Forest,Carroll,10,183,193,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Nov,2020-11
24,590,12/3/20,Tyson,Green Forest,Carroll,7,199,206,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Dec,2020-12
24,595,12/7/20,Tyson,Green Forest,Carroll,11,204,215,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Dec,2020-12
24,610,12/10/20,Tyson,Green Forest,Carroll,20,208,228,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Dec,2020-12
24,622,12/14/20,Tyson,Green Forest,Carroll,27,220,247,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Dec,2020-12
24,648,12/17/20,Tyson,Green Forest,Carroll,9,221,230,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Dec,2020-12
24,687,12/24/20,Tyson,Green Forest,Carroll,5,259,264,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Dec,2020-12
24,698,12/31/20,Tyson,Green Forest,Carroll,5,271,276,NA,Manufacturing,NA,green_forest,carroll,tyson,2020,Dec,2020-12
24,750,1/18/21,Tyson,Green Forest,Carroll,5,283,288,NA,Manufacturing,NA,green_forest,carroll,tyson,2021,Jan,2021-01
25,152,6/25/20,Tyson,Springdale,Washington,31,6,37,Randall Rd.,NA,randall rd,springdale,washington,tyson,2020,Jun,2020-06
25,177,7/3/20,Tyson,Springdale,Washington,22,15,37,Randall Rd.,NA,randall rd,springdale,washington,tyson,2020,Jul,2020-07
25,202,7/6/20,Tyson,Springdale,Washington,19,18,37,Randall Rd.,NA,randall rd,springdale,washington,tyson,2020,Jul,2020-07
25,219,7/13/20,Tyson,Springdale,Washington,15,25,40,Randall Rd.,NA,randall rd,springdale,washington,tyson,2020,Jul,2020-07
25,243,7/20/20,Tyson,Springdale,Washington,6,44,50,Randall Rd.,NA,randall rd,springdale,washington,tyson,2020,Jul,2020-07
25,344,8/7/20,Tyson,Springdale,Washington,5,59,64,Randall Rd.,NA,randall rd,springdale,washington,tyson,2020,Aug,2020-08
26,164,6/25/20,Tyson,Russellville,Pope,7,6,13,Tyler Rd,NA,tyler rd,russellville,pope,tyson,2020,Jun,2020-06
26,185,7/3/20,Tyson,Russellville,Pope,11,13,24,Tyler Rd,NA,tyler rd,russellville,pope,tyson,2020,Jul,2020-07
26,208,7/6/20,Tyson,Russellville,Pope,8,16,24,Tyler Rd,NA,tyler rd,russellville,pope,tyson,2020,Jul,2020-07
26,225,7/13/20,Tyson,Russellville,Pope,9,25,34,Tyler Rd,NA,tyler rd,russellville,pope,tyson,2020,Jul,2020-07
26,239,7/20/20,Tyson,Russellville,Pope,8,35,43,Tyler Rd,NA,tyler rd,russellville,pope,tyson,2020,Jul,2020-07
26,319,8/3/20,Tyson,Russellville,Pope,7,49,56,Tyler Rd,NA,tyler rd,russellville,pope,tyson,2020,Aug,2020-08
26,523,11/2/20,Tyson,Russellville,Pope,5,79,84,Tyler Rd.,Manufacturing,tyler rd,russellville,pope,tyson,2020,Nov,2020-11
26,605,12/7/20,Tyson,Russellville,Pope,6,95,101,Tyler Rd.,Manufacturing,tyler rd,russellville,pope,tyson,2020,Dec,2020-12
26,632,12/14/20,Tyson,Russellville,Pope,7,100,107,Tyler Rd.,Manufacturing,tyler rd,russellville,pope,tyson,2020,Dec,2020-12
26,656,12/17/20,Tyson,Russellville,Pope,5,97,102,Tyler Rd.,Manufacturing,tyler rd,russellville,pope,tyson,2020,Dec,2020-12
26,679,12/24/20,Tyson,Russellville,Pope,8,112,120,Tyler Rd.,Manufacturing,tyler rd,russellville,pope,tyson,2020,Dec,2020-12
26,699,12/31/20,Tyson,Russellville,Pope,5,124,129,Tyler Rd.,Manufacturing,tyler rd,russellville,pope,tyson,2020,Dec,2020-12
27,242,7/20/20,Tyson,Nashville,Howard,7,16,23,NA,NA,NA,ashdown,howard,tyson,2020,Jul,2020-07
27,261,7/24/20,Tyson,Nashville,Howard,7,19,26,NA,NA,NA,ashdown,howard,tyson,2020,Jul,2020-07
27,275,7/27/20,Tyson,Nashville,Howard,8,21,29,NA,NA,NA,ashdown,howard,tyson,2020,Jul,2020-07
27,295,7/31/20,Tyson,Nashville,Howard,6,33,39,NA,NA,NA,ashdown,howard,tyson,2020,Jul,2020-07
27,321,8/3/20,Tyson,Nashville,Howard,6,35,41,NA,NA,NA,ashdown,howard,tyson,2020,Aug,2020-08
27,515,10/29/20,Tyson,Nashville,Howard,5,64,69,NA,Manufacturing,NA,ashdown,howard,tyson,2020,Oct,2020-10
27,767,1/25/21,Tyson,Nashville,Howard,11,92,103,NA,Manufacturing,NA,ashdown,howard,tyson,2021,Jan,2021-01
27,772,1/28/21,Tyson,Nashville,Howard,12,97,109,NA,Manufacturing,NA,ashdown,howard,tyson,2021,Jan,2021-01
27,775,2/1/21,Tyson,Nashville,Howard,9,106,115,NA,Manufacturing,NA,ashdown,howard,tyson,2021,Feb,2021-02
27,777,2/4/21,Tyson,Nashville,Howard,7,117,124,NA,Manufacturing,NA,ashdown,howard,tyson,2021,Feb,2021-02
27,789,2/8/21,Tyson,Nashville,Howard,5,116,121,NA,Manufacturing,NA,ashdown,howard,tyson,2021,Feb,2021-02
28,336,8/7/20,Tyson,Hope,Hempstead,7,15,22,275 Hempstead 278,NA,275 hempstead 278,hope,hempstead,tyson,2020,Aug,2020-08
28,355,8/10/20,Tyson,Hope,Hempstead,8,17,25,275 Hempstead 278,NA,275 hempstead 278,hope,hempstead,tyson,2020,Aug,2020-08
28,370,8/13/20,Tyson,Hope,Hempstead,9,23,32,275 Hempstead 278,NA,275 hempstead 278,hope,hempstead,tyson,2020,Aug,2020-08
28,391,8/17/20,Tyson,Hope,Hempstead,6,26,32,275 Hempstead 278,NA,275 hempstead 278,hope,hempstead,tyson,2020,Aug,2020-08
28,636,12/14/20,Tyson,Hope,Hempstead,6,59,65,275 Hempstead 278,Manufacturing,275 hempstead 278,hope,hempstead,tyson,2020,Dec,2020-12
28,732,1/14/21,Tyson,Hope,Hempstead,6,74,80,275 Hempstead 278,Manufacturing,275 hempstead 278,hope,hempstead,tyson,2021,Jan,2021-01
28,745,1/18/21,Tyson,Hope,Hempstead,7,78,85,275 Hempstead 278,Manufacturing,275 hempstead 278,hope,hempstead,tyson,2021,Jan,2021-01
28,763,1/25/21,Tyson,Hope,Hempstead,5,85,90,275 Hempstead 278,Manufacturing,275 hempstead 278,hope,hempstead,tyson,2021,Jan,2021-01
29,393,8/17/20,Tyson,Pine Bluff,Jefferson,5,32,37,NA,NA,NA,pine_bluff,jefferson,tyson,2020,Aug,2020-08
29,448,9/24/20,Tyson,Pine Bluff,Jefferson,8,49,57,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Sep,2020-09
29,454,9/28/20,Tyson,Pine Bluff,Jefferson,6,53,59,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Sep,2020-09
29,460,10/1/20,Tyson,Pine Bluff,Jefferson,6,55,61,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Oct,2020-10
29,465,10/5/20,Tyson,Pine Bluff,Jefferson,6,56,62,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Oct,2020-10
29,474,10/8/20,Tyson,Pine Bluff,Jefferson,6,57,63,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Oct,2020-10
29,477,10/12/20,Tyson,Pine Bluff,Jefferson,7,58,65,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Oct,2020-10
29,483,10/15/20,Tyson,Pine Bluff,Jefferson,7,58,65,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Oct,2020-10
29,493,10/19/20,Tyson,Pine Bluff,Jefferson,7,58,65,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Oct,2020-10
29,514,10/29/20,Tyson,Pine Bluff,Jefferson,5,65,70,NA,Manufacturing,NA,pine_bluff,jefferson,tyson,2020,Oct,2020-10
