"","mydate","county_nam","positive","Positive_7_Day_Avg","New_Cases_Today","New_Cases_7_Day_Avg","New_Deaths_Today","New_Deaths_7_Day_Avg","Recovered_Since_Yesterday","active_cases","Active_Cases_7_Day_Avg"
"465",2021-03-15,"Ashley",1863,1858.86,0,2,0,0.57,0,20,20.86
"466",2021-03-15,"Baxter",2979,2961,-1,9.43,0,0.57,6,74,66.71
"467",2021-03-15,"Benton",27769,27683.86,14,35,0,1.29,48,319,354.86
"468",2021-03-15,"Boone",3698,3687.43,0,3.71,0,0.43,4,26,29.43
"469",2021-03-15,"Bradley",1330,1327.71,0,0.71,0,0.14,0,9,7.71
"470",2021-03-15,"Calhoun",404,403.86,0,0.43,0,0.14,0,3,4.29
"471",2021-03-15,"Carroll",2735,2732,-1,1,0,0.14,2,15,14.86
"472",2021-03-15,"Chicot",1602,1598.29,1,1.14,0,0,0,11,8.43
"473",2021-03-15,"Clark",2062,2060.43,0,0.71,0,0.29,2,7,15.43
"474",2021-03-15,"Clay",1706,1704.43,0,0.71,0,0,2,10,12.71
"475",2021-03-15,"Cleburne",1913,1908.86,1,2.43,0,0.43,2,16,17.14
"476",2021-03-15,"Cleveland",936,935.71,0,1.14,0,0.14,0,7,7.86
"477",2021-03-15,"Columbia",2294,2287.14,3,1.71,0,0.14,3,16,21.57
"478",2021-03-15,"Conway",2167,2165.29,0,1,0,0.14,2,10,12.57
"479",2021-03-15,"Craighead",12981,12957,7,8.57,0,0.14,17,97,107.71
"480",2021-03-15,"Crawford",6901,6880,13,7.29,0,1,8,79,83.43
"481",2021-03-15,"Crittenden",5811,5804,1,2.71,0,0.29,5,42,51.14
"482",2021-03-15,"Cross",1909,1905.14,0,1.14,0,0.29,0,11,11.71
"483",2021-03-15,"Dallas",749,747.57,0,0.57,0,0.29,1,4,7.57
"484",2021-03-15,"Desha",1350,1345.86,1,1.29,0,0,1,12,15.29
"485",2021-03-15,"Drew",1965,1961.71,0,1.43,0,0.29,1,12,12.14
"486",2021-03-15,"Faulkner",12015,11975.14,2,19.14,0,0.29,16,147,144.71
"487",2021-03-15,"Franklin",1660,1654.57,0,1.71,0,0,2,24,24
"488",2021-03-15,"Fulton",1093,1090.14,0,1.43,0,0.14,0,9,7.29
"489",2021-03-15,"Garland",9938,9910.43,5,15.71,0,1.43,15,99,117.71
"490",2021-03-15,"Grant",1615,1611.14,0,2.57,0,0,1,18,24.57
"491",2021-03-15,"Greene",5958,5947,3,4.43,0,0,2,42,43.71
"492",2021-03-15,"Hempstead",1946,1941.57,0,1.43,0,-0.14,2,12,13.57
"493",2021-03-15,"HotSpring",4932,4922.29,0,4.14,0,0.29,4,69,85.86
"494",2021-03-15,"Howard",1616,1614,0,1.57,0,0,1,11,15
"495",2021-03-15,"Independence",3692,3689.14,0,1.86,0,0.14,0,4,5.43
"496",2021-03-15,"Izard",1646,1644.71,0,0.57,0,0,3,4,8
"497",2021-03-15,"Jackson",3194,3190.57,0,1.57,0,-0.14,0,11,10.43
"498",2021-03-15,"Jefferson",8688,8672.14,2,6.29,0,0.14,6,64,63.43
"499",2021-03-15,"Johnson",2836,2821.57,2,5.14,0,0.29,3,53,53.86
"500",2021-03-15,"Lafayette",541,540.71,0,0.29,0,0,0,2,3
"501",2021-03-15,"Lawrence",2061,2059.29,0,0.86,0,0.14,1,11,10.71
"502",2021-03-15,"Lee",1649,1648.57,0,0.43,0,0,0,5,5
"503",2021-03-15,"Lincoln",3170,3166.29,0,1.71,0,0.43,0,9,12.29
"504",2021-03-15,"LittleRiver",1203,1198.29,0,2.14,0,0,1,15,15.71
"505",2021-03-15,"Logan",2199,2192.29,2,1.71,0,0.14,0,19,19.71
"506",2021-03-15,"Lonoke",6967,6939.86,7,8.43,0,0.43,14,88,96.71
"507",2021-03-15,"Madison",1419,1416.29,0,1,0,0.14,3,8,8.86
"508",2021-03-15,"Marion",987,985,0,0.86,0,0,1,9,13.14
"509",2021-03-15,"Miller",4114,4102.57,1,4.71,0,0.29,5,34,37.14
"510",2021-03-15,"MissingCountyInfo",3190,3217.71,-2,-11.86,0,0,2,31,50.57
"511",2021-03-15,"Mississippi",5702,5698.14,1,1.71,0,0.14,3,20,24.14
"512",2021-03-15,"Monroe",845,841.86,0,1,0,0,1,7,6.57
"513",2021-03-15,"Montgomery",743,741.57,0,0.57,0,0.14,0,5,7
"514",2021-03-15,"Nevada",803,800.71,0,0.86,0,0,1,3,4
"515",2021-03-15,"Newton",699,697.86,0,0.43,0,0,0,6,5.43
"516",2021-03-15,"Ouachita",2259,2251.57,2,2.57,0,0.57,3,6,11.14
"517",2021-03-15,"Perry",809,804.86,2,1.14,0,0,0,6,4.29
"518",2021-03-15,"Phillips",1726,1722.43,1,1.29,0,0.29,4,18,19.57
"519",2021-03-15,"Pike",989,987.29,0,1.14,0,0,1,10,12.29
"520",2021-03-15,"Poinsett",3096,3093,0,1.43,1,0.14,0,11,10.14
"521",2021-03-15,"Polk",1922,1919.71,0,1.14,1,0.29,0,15,18.29
"522",2021-03-15,"Pope",7808,7797.57,2,4.43,0,0.14,6,45,52.86
"523",2021-03-15,"Prairie",884,882.86,-1,0.43,0,0,2,8,10.29
"524",2021-03-15,"Pulaski",37875,37791.86,12,30.43,4,2.14,32,328,361
"525",2021-03-15,"Randolph",2042,2035.29,0,3.43,0,0.29,2,26,26.57
"526",2021-03-15,"Saline",11594,11564,12,11,0,0,20,77,91.14
"527",2021-03-15,"Scott",924,923.29,0,0.43,0,0,0,4,3.86
"528",2021-03-15,"Searcy",665,665,0,0,0,0,2,1,3.57
"529",2021-03-15,"Sebastian",14847,14804.14,6,16.29,0,1,17,181,178.86
"530",2021-03-15,"Sevier",2760,2754.86,1,4.14,0,0,2,32,35.86
"531",2021-03-15,"Sharp",1538,1533.57,2,1.14,0,0,0,13,12.29
"532",2021-03-15,"St.Francis",3477,3471.29,0,2.86,0,0.29,-1,30,29.29
"533",2021-03-15,"Stone",974,973.14,1,0.43,0,0,2,3,5.29
"534",2021-03-15,"Union",3852,3838.43,1,9.43,0,0.57,3,33,40.29
"535",2021-03-15,"VanBuren",1221,1219.57,0,0.86,0,0,5,12,16.71
"536",2021-03-15,"Washington",29841,29773,13,31.29,0,1.86,32,275,292.14
"537",2021-03-15,"White",7682,7667,1,7.71,0,0.71,7,63,66.57
"538",2021-03-15,"Woodruff",628,627.14,0,0.29,1,0.14,-1,2,2.57
"539",2021-03-15,"Yell",3395,3393.57,0,1.14,0,0,2,15,21.71
