"","yearmon","cleaned_county","positive2","New_Cases"
"854","2021-03","grant",1635,3
"855","2021-03","greene",6009,6
"856","2021-03","hempstead",1980,2
"857","2021-03","hotspring",4998,8
"858","2021-03","howard",1641,1
"859","2021-03","independence",3715,5
"860","2021-03","izard",1660,2
"861","2021-03","jackson",3207,3
"862","2021-03","jefferson",8742,7
"863","2021-03","johnson",2879,1
"864","2021-03","lafayette",541,1
"865","2021-03","lawrence",2069,4
"866","2021-03","lee",1656,1
"867","2021-03","lincoln",3178,1
"868","2021-03","little_river",1222,5
"869","2021-03","logan",2206,1
"870","2021-03","lonoke",7049,2
"871","2021-03","madison",1436,3
"872","2021-03","marion",1032,1
"873","2021-03","miller",4212,4
"874","2021-03","mississippi",5747,3
"875","2021-03","monroe",862,3
"876","2021-03","montgomery",750,3
"877","2021-03","nevada",817,2
"878","2021-03","newton",707,1
"879","2021-03","ouachita",2291,5
"880","2021-03","perry",824,3
"881","2021-03","phillips",1737,2
"882","2021-03","pike",997,3
"883","2021-03","poinsett",3114,1
"884","2021-03","polk",1961,2
"885","2021-03","pope",7860,6
"886","2021-03","prairie",887,1
"887","2021-03","pulaski",38317,28
"888","2021-03","randolph",2061,8
"889","2021-03","saline",11724,8
"890","2021-03","scott",928,1
"891","2021-03","searcy",671,3
"892","2021-03","sebastian",15036,13
"893","2021-03","sevier",2778,3
"894","2021-03","sharp",1550,1
"895","2021-03","st.francis",3513,1
"896","2021-03","stone",982,2
"897","2021-03","union",3938,2
"898","2021-03","van_buren",1245,5
"899","2021-03","washington",30202,16
"900","2021-03","white",7799,6
"901","2021-03","woodruff",633,3
"902","2021-03","yell",3406,1
"903","2021-04","arkansas_county",2086,1
"904","2021-04","ashley",1917,3
"905","2021-04","baxter",3103,4
"906","2021-04","benton",28398,16
"907","2021-04","boone",3760,2
"908","2021-04","bradley",1357,1
"909","2021-04","calhoun",409,0
"910","2021-04","carroll",2764,2
"911","2021-04","chicot",1610,0
"912","2021-04","clark",2094,1
"913","2021-04","clay",1729,1
"914","2021-04","cleburne",1951,1
"915","2021-04","cleveland",944,1
"916","2021-04","columbia",2333,1
"917","2021-04","conway",2200,3
"918","2021-04","craighead",13169,11
"919","2021-04","crawford",7008,3
"920","2021-04","crittenden",5922,5
"921","2021-04","cross",1934,1
"922","2021-04","dallas",757,1
"923","2021-04","desha",1361,1
"924","2021-04","drew",1989,1
"925","2021-04","faulkner",12305,15
"926","2021-04","franklin",1681,1
"927","2021-04","fulton",1104,3
"928","2021-04","garland",10062,3
"929","2021-04","grant",1637,1
"930","2021-04","greene",6048,4
"931","2021-04","hempstead",1985,1
"932","2021-04","hotspring",5033,6
"933","2021-04","howard",1644,2
"934","2021-04","independence",3733,3
"935","2021-04","izard",1666,3
"936","2021-04","jackson",3211,4
"937","2021-04","jefferson",8779,9
"938","2021-04","johnson",2893,1
"939","2021-04","lafayette",545,1
"940","2021-04","lawrence",2075,2
"941","2021-04","lee",1660,1
"942","2021-04","lincoln",3188,1
"943","2021-04","little_river",1224,2
"944","2021-04","logan",2208,1
"945","2021-04","lonoke",7119,8
"946","2021-04","madison",1442,1
"947","2021-04","marion",1040,1
"948","2021-04","miller",4229,1
"949","2021-04","mississippi",5779,2
"950","2021-04","monroe",863,1
"951","2021-04","montgomery",752,1
"952","2021-04","nevada",818,1
"953","2021-04","newton",708,1
"954","2021-04","ouachita",2295,1
"955","2021-04","perry",832,1
"956","2021-04","phillips",1759,5
"957","2021-04","pike",1002,1
"958","2021-04","poinsett",3130,4
"959","2021-04","polk",1966,1
"960","2021-04","pope",7910,8
"961","2021-04","prairie",888,1
"962","2021-04","pulaski",38588,29
"963","2021-04","randolph",2072,2
"964","2021-04","saline",11762,4
"965","2021-04","scott",928,2
"966","2021-04","searcy",676,2
"967","2021-04","sebastian",15109,14
"968","2021-04","sevier",2783,2
"969","2021-04","sharp",1560,2
"970","2021-04","st.francis",3546,3
"971","2021-04","stone",984,1
"972","2021-04","union",3961,2
"973","2021-04","van_buren",1281,7
"974","2021-04","washington",30457,42
"975","2021-04","white",7872,2
"976","2021-04","woodruff",642,1
"977","2021-04","yell",3412,2
